,spot,pos_summary
662,おかやまフォレストパーク　ドイツの森,"1. 施設の魅力
・広くて歩ける
・綺麗な花がたくさんある
・広い芝生の広場

2. 飲食
・バイキングレストランで美味しいソーセージを食べられる
・新鮮野菜のお惣菜
・BBQもできる

3. 季節ごとの特徴
・チューリップの咲く時期に行くと気持ちが良い
・バラの咲く季節の美しさ

4. アクティビティ
・スワンボートに乗るとカモが寄ってくる
・芝滑りが楽しめる
・スリル満点のゴーカートやパターゴルフも楽しめる

5. ペット同伴可能
・愛犬を連れて行くことができる
・動物やドッグランなどのペット同伴での利用

6. サービス
・お土産などが充実している
・動物と触れ合えることができる
・羊のショーなども楽しめる

7. バイキング
・バイキングのお店で美味しい食事が楽しめる
"
663,広島バスセンター,"1. 交通
・広島駅からのバス利用が安心
・広島の各方面につながるバスが出ている
・都市間高速バスは1番乗り場から出発し、わかりやすかった
2. 飲食
・お土産やコーヒーをイートインできるお店がある
・夜はお惣菜や野菜が安かった
・パン屋さんが美味しい
3. 施設
・バスセンターの待合室の掲示板がわかりやすい
・行列になる近くには空調の効いた待合室がある
・デパートの中にバスターミナルがあり、広島の中心街等にいけるので便利"
664,世羅高原農場,"1. 見どころ
・広大な敷地に咲く花々に感動する
・珍しい品種のチューリップの球根を掘ることができる
・色とりどりの花が満開で美しい

2. 飲食
・ワイナリーのアスパラやキノコの天ぷらが美味しい
・お弁当を持ってピクニックがおすすめ
・イチゴ狩りで大粒の苺が甘くて美味しい

3. サービス
・スコップや軍手などのレンタルがあり、急いで行っても楽しめる
・押し花のキーホルダー作りを記念に作ることができる
・広い駐車場があり待ち時間はほとんどありません

4. 季節ごとの特徴
・ダリア祭りで広大な用地にびっしりと植えられたダリアが壮観
・チューリップ、ひまわり、ダリアなどの季節の花が楽しめます
・友人とひまわり畑を見ることができ、綺麗なひまわりがたくさん咲いていた"
665,農マル園芸吉備路農園,"1. ペットと楽しめる
・犬連れで行けるドックランがある

2. 季節の特産品が豊富
・季節の花や物産品が安く購入できる

3. スイーツが豊富でおいしい
・イチゴのスイーツが美味しい

4. 新鮮な野菜が楽しめる
・野菜の種類が豊富で常に補充されている

5. お土産や軽食が充実
・お土産や軽食が様々な種類がある

6. フルーツ狩り体験ができる
・いちご狩りが楽しい

7. 駐車場や遊び場が整備されている
・駐車場が広く、遊ぶ場所もある"
666,近江神宮,"1. 観光スポット
・百人一首の聖地であり、毎年の季節ごとに祭りが開催される
・お宮参りでは祈願料に写真撮影が含まれ、満足度高め
・広大な敷地でゆっくり散策でき、雰囲気も素晴らしい

2. 食事・飲食
・お食い初めで使える食器ももらえる
・周辺にはカルタ以外の名物や時計なども見どころがあり
・季節ごとのイベントでカルタ大会が開催され食事やイベントが楽しめる

3. アクセス・設備
・駐車場完備で車でのアクセスしやすい
・ローカル電車の京阪電車で行くこともできる
"
667,浜大津アーカス,"1. 環境
・道が綺麗で散歩しやすい

2. 飲食
・飲食店があり、軽くランチなどにも使えます

3. レジャー施設
・ボーリング、カラオケ、レストランがあり、デートスポットとしても利用できます
・ラウンド1や飲食店があり、結構時間潰しができます

4. ショッピング
・湖の駅があり、お土産を見て楽しめます"
668,津久井浜観光農園,"1. 充実した飲食体験
・30分食べ放題
・いちご食べ放題
・美味しそうなみかんが探せる

2. 安心・便利な設備・サービス
・予約不要
・受付が整備されている
・駅から徒歩圏内にあり便利

3. 親切なサービス
・農園の人がとても親切
・三浦大根のお土産を買うのを忘れずに

4. 幅広い年齢層の楽しみ方
・20代でも楽しめる
・時間無制限でのんびりできる
"
669,大室山登山リフト,"1. 景色とリフト
・リフトで360度のパノラマを楽しめる
・犬も一緒に乗れる
・写真を撮ることができる

2. 季節ごとの特徴
・初秋にはススキ野原が見られる
・桜の季節は最高
・簡易レインコートが用意されている

3. サービスと安全面
・係りの人が親切
・犬も抱っこしてリフトに乗れる
・犬もOKで、家族連れにオススメ"
670,一碧湖,"1. 自然環境
・周囲はおだやかでんびりした時間を過ごすことができる
・沼池には鯉や亀、メダカなど多くの生息物と出会える
・湖畔は静かで散歩するにはいい

2. ボート体験
・ボートの時間は30分で広くて楽しい
・ボートもある（ただし、風が強い場合は出ません）
・貸しボートが利用できる

3. 周辺環境
・駐車場の土産屋にアヒルがいて触れ合いが出来る
・湖の周辺にはお金持ちの人たちの別荘があり、落ち着いた風情
・周辺道路ではダンプカーや観光バスの大型車両通行が多い（注意が必要）"
671,スノータウン　Yeti,"1. 場所
・首都圏から近く、利用者もナイターやオールナイトで楽しめる
・とにかく近い

2. アクティビティ
・初心者でも安全に楽しめる
・コースは初級～中級で滑りやすい
・焚き火や室内スペースで楽しく遊べる

3. 子供向けサービス
・小さな子どもが無料で遊べる室内スペースがあり
・子ども同士で楽しく遊べる環境提供

4. 価格
・子どもの無料遊びを含めリーズナブルな価格で楽しめる

5. 季節ごとのイベント
・季節によってイベントや特典がある可能性が高い"
672,大丸心斎橋店,"1. 施設
   ・駅から直結で雨にも濡れない
   ・外観、内装ともに素敵な百貨店
   ・東急ハンズやユニクロもある

2. ブランド・ショッピング
   ・ブランドが充実しており、周辺店舗も合わせるとたいていの物は大丸百貨店で揃う
   ・高級ブランドも揃って、高級感もある

3. 観光客
   ・立地のおかげか、海外からの観光客が多い

4. サービス
   ・平日は空いていてゆったりと過ごせる
   ・コスメ売り場が見やすくて、立ち寄るとついついお買いものしたくなっちゃう
   ・エレベーターのレトロ感が大好き

5. 建築
   ・歴史的にも価値のあるヴォーリス建築が素敵
   ・クラシカルな建物が老舗という感じが好き"
